
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
80,09-25-2016 16:40,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  3.0,,0.0,,0.0,,0.0,  0.5897,  0.1147,< LOD,2663.2856, 12.8013,  0.5633, 25.0320,  0.4328,  0.0557,  0.0405,  0.1498,  0.0261,  3.3374,  0.0678,  0.5128,  0.0152,  0.4927,  0.0122,< LOD,  0.0062,  0.0052,  0.0034,  0.0291,  0.0047,  3.6013,  0.0281,  0.0014,  0.0001,  0.0064,  0.0005,< LOD,  0.0037,  0.0039,  0.0035,< LOD,  0.3856,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
81,09-25-2016 16:44,SERVICE,OBSIDIAN,36,,,Spectrum Only,, 45.0,,0.0,,0.0,,0.0,Passed
82,09-25-2016 16:48,SERVICE,OBSIDIAN,36,,,Spectrum Only,, 45.0,,0.0,,0.0,,0.0,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
83,09-25-2016 16:51,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  4.0,,0.0,,0.0,,0.0,  0.1698,  0.0000,< LOD,117101.1094,  0.2194,  0.1458,  0.9117,  0.0436,< LOD,  0.0761,  0.0616,  0.0236,< LOD,  0.0183, 26.5281,  0.1140,  0.0455,  0.0016,< LOD,  0.0027,< LOD,  0.0021,< LOD,  0.0030,  0.3582,  0.0034,< LOD,  0.0001,  0.0136,  0.0006,< LOD,  0.0025,< LOD,  0.0025,< LOD,  0.1062,Passed
84,09-25-2016 17:19,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  4.0,,0.0,,0.0,,0.0,  0.0000,  0.0000,< LOD,88958.1641,  0.8961,  0.2082,  1.8546,  0.0908,  0.3024,  0.0804, 33.8214,  0.2217,< LOD,  0.0176, 20.3163,  0.1027,  0.0589,  0.0024,< LOD,  0.0036,< LOD,  0.0030,  0.0529,  0.0049,  0.4526,  0.0058,< LOD,  0.0001,  0.0110,  0.0006,< LOD,  0.0033,< LOD,  0.0031,< LOD,  0.1380,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
85,09-25-2016 17:22,SERVICE,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
86,09-25-2016 17:52,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  4.0,,0.0,,0.0,,0.0,  0.4669,  0.0072,< LOD,1005.3898,  0.3138,  0.1531, 32.6539,  0.4350,  0.0547,  0.0335,  1.2043,  0.0196,< LOD,  0.0145,  0.0886,  0.0086,  0.0847,  0.0037,  0.0426,  0.0055,  0.0333,  0.0042,  0.0765,  0.0062,  0.4757,  0.0075,  0.0031,  0.0002,  0.0267,  0.0010,  1.3352,  0.0161,  0.3021,  0.0089,< LOD,  0.1684,Passed
87,09-25-2016 17:53,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  4.0,,0.0,,0.0,,0.0,  0.6845,  0.1489,< LOD,1142.8055, 13.8944,  0.4934, 31.8333,  0.4142,< LOD,  0.0306,< LOD,  0.0164, 10.9994,  0.1030,  1.0735,  0.0162,  0.0589,  0.0027,  0.0157,  0.0041,< LOD,  0.0029,  0.0185,  0.0037,  0.3749,  0.0043,  0.0001,  0.0001,  0.0083,  0.0005,  0.0064,  0.0039,  0.0163,  0.0038,< LOD,  0.1122,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
88,09-26-2016 09:25,Supervisor,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
89,09-26-2016 09:37,Supervisor,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
90,09-26-2016 09:37,Supervisor,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
91,09-26-2016 09:39,Supervisor,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  4.0,,0.0,,0.0,,0.0,  0.0000,  0.0000,< LOD,35144.6641,  0.2648,  0.1597,  0.9054,  0.0414,< LOD,  0.1110,  0.2919,  0.0347,  0.0554,  0.0267, 43.3267,  0.1702,  0.0456,  0.0015,< LOD,  0.0035,< LOD,  0.0036,  0.0122,  0.0049,  0.3712,  0.0046,  0.0004,  0.0001,  0.0325,  0.0010,  0.0088,  0.0037,< LOD,  0.0034,< LOD,  0.1319,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
92,09-26-2016 10:19,Supervisor,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
93,09-26-2016 10:25,Supervisor,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
94,09-26-2016 10:46,Supervisor,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
95,09-27-2016 13:20,SERVICE,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed
96,09-27-2016 13:46,SERVICE,OBSIDIAN,36,,,Spectrum Only,, 10.0,,0.0,,0.0,,0.0,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
97,09-28-2016 12:20,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  2.0,,0.0,,0.0,,0.0,  1.4508,  0.6925, 80.6626,  1.6551,  0.7227,  0.0411,< LOD,  0.0233,< LOD,  0.0157,< LOD,  0.0111,  0.0246,  0.0056,  0.0624,  0.0031,< LOD,  0.0029,< LOD,  0.0021,  0.0050,  0.0034,  0.3397,  0.0036,< LOD,  0.0000,  0.0046,  0.0005,< LOD,  0.0042,  0.0040,  0.0039,< LOD,  0.1291,Passed
98,09-28-2016 12:21,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor,  2.0,,0.0,,0.0,,0.0,  1.6456,  0.4852, 75.5455,  1.6329,  2.3156,  0.1459,< LOD,  0.0416,  0.5089,  0.0378,< LOD,  0.0131,  0.0414,  0.0076,  0.0480,  0.0025,< LOD,  0.0041,  0.1557,  0.0069,  0.0380,  0.0060,  0.5146,  0.0083,< LOD,  0.0001,  0.0138,  0.0008,  0.0086,  0.0044,  0.4824,  0.0117,< LOD,  0.1137,Passed
99,09-28-2016 12:21,SERVICE,OBSIDIAN,36,,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.3890,  0.2637, 80.3748,  0.6169,  1.4385,  0.0376,< LOD,  0.0112,< LOD,  0.0076,< LOD,  0.0041,  0.0287,  0.0023,  0.0520,  0.0010,< LOD,  0.0013,  0.0524,  0.0017,< LOD,  0.0015,  0.4038,  0.0022,< LOD,  0.0000,  0.0065,  0.0002,< LOD,  0.0016,  0.0946,  0.0023,< LOD,  0.0429,Passed
100,09-28-2016 12:31,SERVICE,saphire,36,5225,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.3210,  0.2601, 88.5857,  0.6339,  0.9127,  0.0228,< LOD,  0.0090,< LOD,  0.0058,< LOD,  0.0040,  0.0275,  0.0022,  0.0463,  0.0009,  0.0050,  0.0015,  0.0037,  0.0012,  0.0072,  0.0014,  0.3685,  0.0017,< LOD,  0.0000,  0.0040,  0.0002,< LOD,  0.0014,  0.0238,  0.0017,< LOD,  0.0391,Passed
101,09-28-2016 12:37,SERVICE,saphire,36,6188,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.6458,  0.2913, 89.4554,  0.6394,  1.3122,  0.0342,< LOD,  0.0109,< LOD,  0.0071,< LOD,  0.0041,  0.0300,  0.0023,  0.0487,  0.0009,< LOD,  0.0014,  0.0429,  0.0016,  0.0020,  0.0015,  0.3967,  0.0021,< LOD,  0.0000,  0.0058,  0.0002,< LOD,  0.0015,  0.0713,  0.0021,< LOD,  0.0408,Passed
102,09-28-2016 12:42,SERVICE,saphire,36,6797,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.5291,  0.1894, 81.7640,  0.6184,  2.3744,  0.0539,< LOD,  0.0143,  0.4225,  0.0139,< LOD,  0.0044,  0.0342,  0.0025,  0.0492,  0.0010,  0.0076,  0.0016,  0.1290,  0.0023,  0.0252,  0.0020,  0.4877,  0.0029,< LOD,  0.0000,  0.0125,  0.0003,  0.0053,  0.0016,  0.4594,  0.0042,< LOD,  0.0456,Passed
103,09-28-2016 12:44,SERVICE,saphire,36,6857,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.4060,  0.2884, 98.3993,  0.6685,  0.8125,  0.0190,< LOD,  0.0087,< LOD,  0.0056,< LOD,  0.0038,  0.0245,  0.0021,  0.0486,  0.0009,< LOD,  0.0013,< LOD,  0.0009,  0.0147,  0.0014,  0.3455,  0.0014,< LOD,  0.0000,  0.0039,  0.0002,< LOD,  0.0015,  0.0113,  0.0016,< LOD,  0.0389,Passed
104,09-28-2016 12:46,SERVICE,saphire,36,7173,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.7972,  0.3136, 85.1233,  0.6358,  2.6868,  0.0587,  0.0339,  0.0153,  0.6650,  0.0162,< LOD,  0.0046,  0.0385,  0.0027,  0.0505,  0.0011,  0.0041,  0.0016,  0.1583,  0.0026,  0.0291,  0.0022,  0.5249,  0.0032,  0.0002,  0.0000,  0.0157,  0.0003,  0.0117,  0.0017,  0.6239,  0.0049,< LOD,  0.0487,Passed
105,09-28-2016 12:48,SERVICE,saphire,36,7771,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.5443,  0.2842, 93.5506,  0.6506,  0.7771,  0.0174,< LOD,  0.0085,< LOD,  0.0057,< LOD,  0.0039,  0.0246,  0.0021,  0.0527,  0.0010,< LOD,  0.0012,< LOD,  0.0009,< LOD,  0.0012,  0.3421,  0.0014,< LOD,  0.0000,  0.0037,  0.0002,< LOD,  0.0015,  0.0041,  0.0015,< LOD,  0.0400,Passed
106,09-28-2016 12:51,SERVICE,saphire,36,7852,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.4481,  0.1664, 64.1250,  0.5607,  3.1490,  0.0657,  0.1392,  0.0182,  1.6980,  0.0237,< LOD,  0.0051,  0.0477,  0.0030,  0.0565,  0.0012,  0.0077,  0.0018,  0.1852,  0.0028,  0.0323,  0.0023,  0.5651,  0.0035,  0.0005,  0.0000,  0.0221,  0.0004,  0.0195,  0.0018,  1.3065,  0.0070,< LOD,  0.0557,Passed
107,09-28-2016 12:53,SERVICE,saphire,36,7852,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.6823,  0.3092,100.0000,  0.6879,  0.7986,  0.0182,< LOD,  0.0084,< LOD,  0.0057,< LOD,  0.0039,  0.0253,  0.0021,  0.0488,  0.0009,< LOD,  0.0013,< LOD,  0.0009,  0.0034,  0.0013,  0.3455,  0.0014,< LOD,  0.0000,  0.0037,  0.0002,< LOD,  0.0015,  0.0115,  0.0016,< LOD,  0.0387,Passed
108,09-28-2016 12:55,SERVICE,saphire,36,8430,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.5168,  0.1826, 80.5679,  0.6124,  2.4119,  0.0542,< LOD,  0.0141,  0.3814,  0.0134,< LOD,  0.0044,  0.0341,  0.0025,  0.0490,  0.0010,  0.0057,  0.0016,  0.1175,  0.0023,  0.0108,  0.0018,  0.4936,  0.0029,< LOD,  0.0000,  0.0114,  0.0003,< LOD,  0.0015,  0.4148,  0.0040,< LOD,  0.0445,Passed
109,09-28-2016 12:57,SERVICE,saphire,36,8990,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.4836,  0.1973, 97.2411,  0.6673,  1.5308,  0.0388,< LOD,  0.0110,< LOD,  0.0077,< LOD,  0.0041,  0.0280,  0.0022,  0.0521,  0.0010,< LOD,  0.0013,  0.0526,  0.0017,< LOD,  0.0015,  0.4107,  0.0022,< LOD,  0.0000,  0.0063,  0.0002,< LOD,  0.0016,  0.0873,  0.0023,< LOD,  0.0420,Passed
110,09-28-2016 12:59,SERVICE,saphire,36,9390,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.8528,  0.3503,100.0000,  0.7057,  1.5165,  0.0385,< LOD,  0.0108,< LOD,  0.0065,< LOD,  0.0039,  0.0275,  0.0022,  0.0502,  0.0009,< LOD,  0.0013,  0.0568,  0.0018,  0.0070,  0.0016,  0.4189,  0.0023,< LOD,  0.0000,  0.0060,  0.0002,< LOD,  0.0016,  0.0485,  0.0020,< LOD,  0.0402,Passed
111,09-28-2016 13:02,SERVICE,saphire,36,9680,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.7689,  0.3356, 97.0363,  0.6718,  2.4488,  0.0546,< LOD,  0.0133,  0.2278,  0.0117,< LOD,  0.0044,  0.0323,  0.0024,  0.0473,  0.0009,  0.0100,  0.0016,  0.1105,  0.0022,  0.0218,  0.0019,  0.4822,  0.0028,< LOD,  0.0000,  0.0095,  0.0002,< LOD,  0.0015,  0.2909,  0.0035,< LOD,  0.0426,Passed
112,09-28-2016 13:05,SERVICE,saphire,36,10171,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  1.9987,  0.2495,100.0000,  0.7237,  2.2186,  0.0512,< LOD,  0.0130,  0.0684,  0.0095,< LOD,  0.0043,  0.0319,  0.0024,  0.0465,  0.0009,  0.0058,  0.0015,  0.1041,  0.0022,  0.0277,  0.0020,  0.4705,  0.0027,< LOD,  0.0000,  0.0085,  0.0002,< LOD,  0.0016,  0.1760,  0.0029,< LOD,  0.0365,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
113,09-28-2016 13:07,SERVICE,saphire,36,10152,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.0995,  0.0000,< LOD,19686.1484,  0.9123,  0.0925,  3.1792,  0.0554,< LOD,  0.0465,  0.1814,  0.0142,< LOD,  0.0098, 33.6945,  0.0697,  0.0548,  0.0010,< LOD,  0.0017,< LOD,  0.0015,  0.0129,  0.0021,  0.5087,  0.0035,  0.0001,  0.0000,  0.0219,  0.0004,< LOD,  0.0016,< LOD,  0.0016,< LOD,  0.0731,Passed
114,09-28-2016 13:08,SERVICE,saphire,36,10152,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.1020,  0.0000,< LOD,26465.5938,  0.6928,  0.0882,  2.5605,  0.0512,< LOD,  0.0401,  0.0947,  0.0126,< LOD,  0.0086, 26.5698,  0.0600,  0.0484,  0.0009,< LOD,  0.0015,< LOD,  0.0013,  0.0043,  0.0017,  0.5387,  0.0036,< LOD,  0.0000,  0.0160,  0.0003,< LOD,  0.0014,< LOD,  0.0013,< LOD,  0.0587,Passed
115,09-28-2016 13:10,SERVICE,saphire,36,10152,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.2229,  0.0018,< LOD,34111.7266,  1.6852,  0.1087,  6.8610,  0.0908,  0.1101,  0.0360,  0.0380,  0.0115,< LOD,  0.0107, 20.1180,  0.0505,  0.0698,  0.0013,< LOD,  0.0016,< LOD,  0.0013,  0.0044,  0.0016,  0.5206,  0.0033,< LOD,  0.0000,  0.0100,  0.0003,< LOD,  0.0013,< LOD,  0.0013,< LOD,  0.0742,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mn,Mn Err,Fe,Fe Err,Zn,Zn Err,Ga,Ga Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Th,Th Err,RbSrY,RbSrY Err,RbSrYZr,RbSrYZr Err,Cal Check
116,09-28-2016 13:13,SERVICE,saphire,36,10152,,OBSIDIAN,OBSIDIAN,  7.0,,0.0,,0.0,,0.0,  0.0234,  0.0097,  1.5072,  0.0523,  0.0247,  0.0044,  0.0017,  0.0003,  0.0041,  0.0009,  0.0302,  0.0016,  0.0014,  0.0004,  0.0133,  0.0009,< LOD,  0.0006,< LOD,  0.0006,  0.0357,  0.0000,  0.0490,  0.0000,Passed
117,09-28-2016 13:15,SERVICE,saphire,36,10152,,OBSIDIAN,OBSIDIAN,  9.0,,0.0,,0.0,,0.0,< LOD,  0.0057,  0.3473,  0.0209,  0.0127,  0.0038,  0.0017,  0.0004,  0.0007,  0.0004,  0.0762,  0.0027,  0.0016,  0.0004,  0.0122,  0.0008,< LOD,  0.0009,< LOD,  0.0005,  0.0785,  0.0000,  0.0907,  0.0000,Passed
118,09-28-2016 13:16,SERVICE,saphire,36,10152,,OBSIDIAN,OBSIDIAN, 30.0,,0.0,,0.0,,0.0,  0.0155,  0.0041,  0.3521,  0.0130,  0.0112,  0.0022,  0.0015,  0.0002,  0.0007,  0.0003,  0.0132,  0.0007,  0.0015,  0.0002,  0.0044,  0.0003,< LOD,  0.0006,< LOD,  0.0004,  0.0154,  0.0000,  0.0198,  0.0000,Passed
119,09-28-2016 13:19,SERVICE,saphire,36,10152,,OBSIDIAN,OBSIDIAN, 12.0,,0.0,,0.0,,0.0,< LOD,  0.0048,  0.2283,  0.0109,  0.0073,  0.0027,  0.0015,  0.0003,  0.0007,  0.0004,  0.0291,  0.0014,  0.0007,  0.0002,  0.0065,  0.0005,< LOD,  0.0005,< LOD,  0.0005,  0.0306,  0.0000,  0.0371,  0.0000,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Na,Na Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ba,Ba Err,Cal Check
120,09-28-2016 13:42,SERVICE,saphire,36,10152,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.0000,  0.0000,< LOD,16674.1250,  1.0393,  0.0817, 37.3829,  0.2010,  0.0452,  0.0207,< LOD,  0.0085,  0.2270,  0.0127,  4.6523,  0.0230,  0.1576,  0.0024,  0.1468,  0.0034,  0.0445,  0.0020,  0.0153,  0.0020,  0.7209,  0.0044,  0.0001,  0.0000,  0.0072,  0.0002,< LOD,  0.0018,  0.0077,  0.0017,< LOD,  0.1112,Passed
121,09-28-2016 13:44,SERVICE,saphire,36,10544,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.0876,  0.0000,< LOD,17113.3379,  1.0498,  0.0825, 36.7347,  0.2003,  0.0417,  0.0206,< LOD,  0.0085,  0.2161,  0.0126,  4.5620,  0.0227,  0.1565,  0.0024,  0.1410,  0.0034,  0.0418,  0.0020,  0.0155,  0.0020,  0.7158,  0.0044,< LOD,  0.0000,  0.0069,  0.0002,< LOD,  0.0017,  0.0065,  0.0017,< LOD,  0.1104,Passed
122,09-28-2016 13:45,SERVICE,saphire,36,10299,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.1078,  0.0000,< LOD,21484.8809,  1.0451,  0.0828, 35.8727,  0.1995,  0.0238,  0.0199,< LOD,  0.0084,  0.2040,  0.0124,  4.4435,  0.0224,  0.1525,  0.0023,  0.1425,  0.0034,  0.0400,  0.0020,  0.0134,  0.0020,  0.7099,  0.0044,  0.0001,  0.0000,  0.0069,  0.0002,< LOD,  0.0017,  0.0056,  0.0017,< LOD,  0.1085,Passed
123,09-28-2016 13:47,SERVICE,saphire,36,9950,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.0669,  0.0000,< LOD,17753.9297,  1.0033,  0.0824, 35.2220,  0.1986,  0.0318,  0.0199,< LOD,  0.0083,  0.1798,  0.0122,  4.3438,  0.0221,  0.1529,  0.0023,  0.1341,  0.0033,  0.0400,  0.0020,  0.0126,  0.0019,  0.6968,  0.0043,< LOD,  0.0000,  0.0068,  0.0002,< LOD,  0.0017,  0.0059,  0.0017,< LOD,  0.1083,Passed
124,09-28-2016 13:48,SERVICE,saphire,36,9670,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.0642,  0.0000,< LOD,15693.1865,  1.0187,  0.0819, 36.6555,  0.2003,  0.0414,  0.0206,< LOD,  0.0086,  0.2286,  0.0127,  4.6322,  0.0229,  0.1610,  0.0024,  0.1463,  0.0035,  0.0439,  0.0020,  0.0149,  0.0020,  0.7244,  0.0045,  0.0001,  0.0000,  0.0071,  0.0002,< LOD,  0.0018,  0.0087,  0.0017,< LOD,  0.1127,Passed
125,09-28-2016 13:50,SERVICE,saphire,36,9320,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.0000,  0.0000,< LOD,22733.1191,  1.0916,  0.0837, 36.6616,  0.2002,  0.0385,  0.0206,< LOD,  0.0088,  0.2378,  0.0129,  4.7079,  0.0231,  0.1617,  0.0025,  0.1496,  0.0035,  0.0460,  0.0021,  0.0140,  0.0021,  0.7292,  0.0045,  0.0001,  0.0000,  0.0071,  0.0002,< LOD,  0.0018,  0.0076,  0.0017,< LOD,  0.1134,Passed
126,09-28-2016 13:51,SERVICE,saphire,36,9130,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.1056,  0.0000,< LOD,15346.2324,  1.0141,  0.0823, 36.0394,  0.1996,  0.0239,  0.0202,< LOD,  0.0086,  0.2256,  0.0127,  4.5656,  0.0227,  0.1590,  0.0024,  0.1448,  0.0034,  0.0436,  0.0020,  0.0141,  0.0020,  0.7222,  0.0044,  0.0001,  0.0000,  0.0070,  0.0002,< LOD,  0.0017,  0.0078,  0.0017,< LOD,  0.1112,Passed
127,09-28-2016 13:52,SERVICE,saphire,36,8900,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.1407,  0.0000,< LOD,13268.8809,  1.0426,  0.0833, 35.5088,  0.1992,< LOD,  0.0200,< LOD,  0.0085,  0.2046,  0.0125,  4.5264,  0.0226,  0.1570,  0.0024,  0.1409,  0.0034,  0.0434,  0.0020,  0.0139,  0.0020,  0.7194,  0.0044,  0.0001,  0.0000,  0.0069,  0.0002,< LOD,  0.0018,  0.0076,  0.0017,< LOD,  0.1103,Passed
128,09-28-2016 13:53,SERVICE,saphire,36,8500,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.0903,  0.0000,< LOD,17476.9141,  0.9541,  0.0813, 36.1080,  0.1998,  0.0213,  0.0202,< LOD,  0.0085,  0.2243,  0.0127,  4.6129,  0.0229,  0.1587,  0.0024,  0.1430,  0.0034,  0.0422,  0.0020,  0.0166,  0.0021,  0.7251,  0.0045,  0.0001,  0.0000,  0.0071,  0.0002,< LOD,  0.0018,  0.0075,  0.0017,< LOD,  0.1129,Passed
129,09-28-2016 13:55,SERVICE,saphire,36,8670,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.1005,  0.0000,< LOD,18451.0254,  0.9924,  0.0817, 36.0447,  0.1996,  0.0256,  0.0203,< LOD,  0.0086,  0.2172,  0.0126,  4.6060,  0.0228,  0.1599,  0.0024,  0.1427,  0.0034,  0.0423,  0.0020,  0.0161,  0.0020,  0.7255,  0.0045,  0.0001,  0.0000,  0.0073,  0.0003,< LOD,  0.0018,  0.0081,  0.0017,< LOD,  0.1118,Passed
130,09-28-2016 13:56,SERVICE,saphire,36,8400,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.1209,  0.0000,< LOD,17958.6602,  1.0543,  0.0836, 35.8328,  0.1993,  0.0304,  0.0206,< LOD,  0.0087,  0.2174,  0.0126,  4.6252,  0.0229,  0.1601,  0.0024,  0.1477,  0.0034,  0.0448,  0.0020,  0.0153,  0.0020,  0.7250,  0.0044,  0.0001,  0.0000,  0.0072,  0.0002,< LOD,  0.0017,  0.0075,  0.0017,< LOD,  0.1118,Passed
131,09-28-2016 13:57,SERVICE,saphire,36,8250,,MudrockMajor,MudrockMajor, 15.0,,0.0,,0.0,,0.0,  0.1161,  0.0000,< LOD,13146.2002,  1.0542,  0.0842, 35.7018,  0.1996,  0.0441,  0.0208,< LOD,  0.0087,  0.2129,  0.0127,  4.6124,  0.0229,  0.1600,  0.0024,  0.1429,  0.0034,  0.0419,  0.0020,  0.0175,  0.0021,  0.7249,  0.0045,  0.0001,  0.0000,  0.0072,  0.0002,< LOD,  0.0018,  0.0084,  0.0017,< LOD,  0.1129,Passed
