
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
362,10-27-2016 16:56,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4003,  0.1022,  2.5993,  0.0682,  0.3292,  0.0210,  0.0084,  0.0056,  0.0246,  0.0023,  0.0210,  0.0014,  2.7967,  0.0206,  0.0011,  0.0009,  0.0143,  0.0003,  0.0035,  0.0004,  0.0278,  0.0010,  0.0101,  0.0008,  0.0311,  0.0007,  0.0027,  0.0008,  0.0107,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2738,  0.0012,  0.0003,  0.0007,  0.0001,  0.0011,  0.0007,Passed
363,10-27-2016 16:57,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.0702,  0.0941,  2.1371,  0.0623,  0.2680,  0.0199,< LOD,  0.0050,  0.0163,  0.0017,  0.0257,  0.0013,  2.8684,  0.0212,  0.0010,  0.0009,  0.0195,  0.0003,  0.0031,  0.0004,  0.0358,  0.0011,  0.0087,  0.0008,  0.0307,  0.0007,  0.0024,  0.0008,  0.0128,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2486,  0.0014,  0.0003,  0.0007,  0.0001,  0.0011,  0.0007,Passed
364,10-27-2016 16:57,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3876,  0.1020,  2.3078,  0.0645,  0.3334,  0.0208,  0.0137,  0.0056,  0.0190,  0.0020,  0.0229,  0.0014,  3.2153,  0.0224,  0.0025,  0.0010,  0.0167,  0.0002,  0.0042,  0.0004,  0.0279,  0.0010,  0.0095,  0.0008,  0.0300,  0.0007,  0.0026,  0.0008,  0.0112,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2649,  0.0015,  0.0003,  0.0006,  0.0001,  0.0009,  0.0007,Passed
365,10-27-2016 16:57,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1510,  0.0961,  2.3117,  0.0647,  0.3238,  0.0206,  0.0166,  0.0056,  0.0186,  0.0020,  0.0285,  0.0016,  4.1487,  0.0262,  0.0017,  0.0012,  0.0160,  0.0003,  0.0036,  0.0004,  0.0201,  0.0008,  0.0086,  0.0009,  0.0314,  0.0008,  0.0028,  0.0008,  0.0104,  0.0008,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2585,  0.0019,  0.0003,  0.0006,  0.0001,  0.0014,  0.0007,Passed
366,10-27-2016 16:58,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.6765,  0.0865,  6.7277,  0.1082,  0.2144,  0.0190,  0.0091,  0.0052,  0.0121,  0.0015,  0.0272,  0.0014,  3.2704,  0.0241,< LOD,  0.0011,  0.0107,  0.0003,  0.0025,  0.0003,  0.0119,  0.0007,  0.0041,  0.0008,  0.1692,  0.0015,  0.0027,  0.0007,< LOD,  0.0008,  0.0017,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2272,  0.0015,  0.0004,  0.0006,  0.0001,< LOD,  0.0007,Passed
367,10-27-2016 16:58,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1929,  0.0984,  3.0919,  0.0748,  0.2656,  0.0203,< LOD,  0.0054,  0.0138,  0.0017,  0.0234,  0.0012,  3.5624,  0.0239,  0.0011,  0.0011,  0.0134,  0.0004,  0.0027,  0.0003,  0.0224,  0.0009,  0.0070,  0.0008,  0.0932,  0.0011,  0.0021,  0.0008,  0.0058,  0.0008,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2526,  0.0015,  0.0003,  0.0006,  0.0001,< LOD,  0.0007,Passed
368,10-27-2016 16:58,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2336,  0.0975,  2.1401,  0.0621,  0.3102,  0.0203,  0.0145,  0.0055,  0.0186,  0.0019,  0.0203,  0.0012,  2.6876,  0.0204,  0.0016,  0.0009,  0.0105,  0.0003,  0.0026,  0.0003,  0.0192,  0.0008,  0.0099,  0.0008,  0.0295,  0.0007,  0.0024,  0.0008,  0.0110,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2568,  0.0011,  0.0003,  0.0006,  0.0001,  0.0010,  0.0007,Passed
369,10-27-2016 16:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3941,  0.1021,  2.2276,  0.0635,  0.3509,  0.0213,  0.0160,  0.0059,  0.0238,  0.0023,  0.0213,  0.0014,  3.0989,  0.0220,  0.0016,  0.0010,  0.0145,  0.0003,  0.0041,  0.0004,  0.0252,  0.0009,  0.0094,  0.0008,  0.0314,  0.0007,  0.0023,  0.0008,  0.0117,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2751,  0.0016,  0.0003,  0.0008,  0.0001,  0.0013,  0.0007,Passed
370,10-27-2016 16:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4201,  0.1029,  2.5762,  0.0682,  0.3027,  0.0209,  0.0089,  0.0056,  0.0236,  0.0022,  0.0261,  0.0015,  3.5965,  0.0238,  0.0014,  0.0011,  0.0149,  0.0003,  0.0039,  0.0004,  0.0212,  0.0008,  0.0092,  0.0008,  0.0318,  0.0007,  0.0027,  0.0008,  0.0120,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2672,  0.0018,  0.0003,  0.0007,  0.0001,  0.0011,  0.0007,Passed
371,10-27-2016 16:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4174,  0.1038,  2.2687,  0.0646,  0.2644,  0.0212,< LOD,  0.0057,  0.0255,  0.0024,  0.0264,  0.0015,  3.4790,  0.0232,  0.0015,  0.0010,  0.0194,  0.0003,  0.0046,  0.0004,  0.0346,  0.0011,  0.0093,  0.0008,  0.0308,  0.0007,  0.0027,  0.0008,  0.0117,  0.0007,  0.0008,  0.0000,  0.0008,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2719,  0.0016,  0.0003,  0.0008,  0.0001,  0.0014,  0.0007,Passed
372,10-27-2016 16:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3185,  0.1021,  2.4167,  0.0669,  0.2469,  0.0209,< LOD,  0.0057,  0.0215,  0.0021,  0.0235,  0.0013,  2.4585,  0.0190,  0.0014,  0.0008,  0.0135,  0.0003,  0.0036,  0.0004,  0.0301,  0.0010,  0.0104,  0.0008,  0.0333,  0.0007,  0.0029,  0.0008,  0.0113,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2674,  0.0010,  0.0003,  0.0008,  0.0001,< LOD,  0.0006,Passed
373,10-27-2016 17:00,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3179,  0.1017,  2.4273,  0.0668,  0.2761,  0.0210,< LOD,  0.0058,  0.0225,  0.0022,  0.0244,  0.0014,  2.7281,  0.0201,  0.0012,  0.0009,  0.0158,  0.0003,  0.0038,  0.0004,  0.0310,  0.0010,  0.0103,  0.0008,  0.0319,  0.0007,  0.0030,  0.0008,  0.0114,  0.0007,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2674,  0.0014,  0.0003,  0.0008,  0.0001,  0.0007,  0.0006,Passed
374,10-27-2016 17:00,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3341,  0.1018,  2.3574,  0.0657,  0.2919,  0.0211,< LOD,  0.0057,  0.0219,  0.0022,  0.0276,  0.0015,  2.6644,  0.0202,< LOD,  0.0009,  0.0172,  0.0003,  0.0044,  0.0004,  0.0334,  0.0011,  0.0097,  0.0008,  0.0302,  0.0007,  0.0027,  0.0008,  0.0118,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2721,  0.0012,  0.0003,  0.0008,  0.0001,  0.0012,  0.0006,Passed
375,10-27-2016 17:00,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3607,  0.1008,  2.3403,  0.0647,  0.3519,  0.0210,  0.0192,  0.0057,  0.0237,  0.0023,  0.0240,  0.0015,  3.2844,  0.0231,  0.0012,  0.0010,  0.0194,  0.0002,  0.0045,  0.0004,  0.0284,  0.0010,  0.0100,  0.0009,  0.0310,  0.0007,  0.0028,  0.0008,  0.0111,  0.0007,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2681,  0.0017,  0.0003,  0.0007,  0.0001,  0.0012,  0.0007,Passed
376,10-27-2016 17:00,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1669,  0.0968,  2.2772,  0.0643,  0.2596,  0.0199,< LOD,  0.0052,  0.0164,  0.0017,  0.0294,  0.0015,  2.9504,  0.0217,  0.0019,  0.0010,  0.0169,  0.0003,  0.0033,  0.0004,  0.0303,  0.0010,  0.0085,  0.0008,  0.0319,  0.0007,  0.0025,  0.0008,  0.0111,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2487,  0.0015,  0.0003,  0.0006,  0.0001,< LOD,  0.0006,Passed
377,10-27-2016 17:01,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3824,  0.1067,  2.2657,  0.0670,  0.2246,  0.0214,< LOD,  0.0058,  0.0187,  0.0020,  0.0263,  0.0014,  2.4220,  0.0198,< LOD,  0.0008,  0.0140,  0.0003,  0.0036,  0.0004,  0.0258,  0.0010,  0.0066,  0.0009,  0.2476,  0.0017,  0.0009,  0.0008,< LOD,  0.0008,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2713,  0.0012,  0.0003,  0.0009,  0.0001,< LOD,  0.0007,Passed
378,10-27-2016 17:01,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4648,  0.1050,  2.5338,  0.0681,  0.2646,  0.0213,< LOD,  0.0058,  0.0228,  0.0022,  0.0267,  0.0014,  2.6549,  0.0198,< LOD,  0.0009,  0.0135,  0.0003,  0.0037,  0.0004,  0.0266,  0.0009,  0.0098,  0.0008,  0.0316,  0.0007,  0.0023,  0.0008,  0.0124,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2727,  0.0013,  0.0003,  0.0009,  0.0001,  0.0009,  0.0006,Passed
379,10-27-2016 17:01,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.4366,  0.0757,  4.7567,  0.0898,  0.2761,  0.0165,  0.0377,  0.0045,  0.0053,  0.0010,  0.0210,  0.0011,  3.3891,  0.0267,< LOD,  0.0012,  0.0117,  0.0001,  0.0013,  0.0003,  0.0080,  0.0005,  0.0029,  0.0009,  0.2704,  0.0021,  0.0016,  0.0009,< LOD,  0.0009,  0.0009,  0.0000,< LOD,  0.0009,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1903,  0.0015,  0.0004,  0.0003,  0.0001,< LOD,  0.0008,Passed
380,10-27-2016 17:15,SERVICE,si,,,,MudrockTrace,MudrockTrace,  4.0,,0.0,,0.0,,0.0,< LOD,  0.0331,  0.2492,  0.0391,  0.4979,  0.0073,  0.1314,  0.0016,< LOD,  0.0003,< LOD,  0.0004,  2.4729,  0.1018,< LOD,  0.0043,  0.0000,  0.0000,< LOD,  0.0003,  0.0006,  0.0003,< LOD,  0.0039,  0.1613,  0.0071,< LOD,  0.0038,< LOD,  0.0039,< LOD,  0.0000,< LOD,  0.0038,  0.0001,  0.0000,< LOD,  0.0000,< LOD,  0.0787,< LOD,  0.0021,< LOD,  0.0000,< LOD,  0.0035,Passed
381,10-27-2016 17:16,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.8587,  0.0946,  8.9933,  0.1278,  0.2206,  0.0187,  0.0158,  0.0051,  0.0062,  0.0011,  0.0345,  0.0016,  4.0118,  0.0291,< LOD,  0.0013,  0.0095,  0.0003,  0.0015,  0.0003,  0.0039,  0.0004,  0.0015,  0.0010,  0.4646,  0.0027,< LOD,  0.0009,< LOD,  0.0008,  0.0008,  0.0001,< LOD,  0.0009,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2202,  0.0015,  0.0004,  0.0006,  0.0001,< LOD,  0.0009,Passed
382,10-27-2016 17:16,SERVICE,si,,,,MudrockTrace,MudrockTrace, 60.0,,0.0,,0.0,,0.0,  0.8491,  0.0380,  8.5024,  0.0504,  0.2146,  0.0077,  0.0105,  0.0020,  0.0060,  0.0004,  0.0348,  0.0006,  3.9844,  0.0116,< LOD,  0.0005,  0.0086,  0.0001,  0.0015,  0.0001,  0.0042,  0.0002,  0.0028,  0.0004,  0.3929,  0.0010,< LOD,  0.0004,< LOD,  0.0003,  0.0008,  0.0000,< LOD,  0.0004,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.0905,  0.0015,  0.0002,  0.0006,  0.0000,< LOD,  0.0003,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mn,Mn Err,Fe,Fe Err,Zn,Zn Err,Ga,Ga Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Th,Th Err,RbSrY,RbSrY Err,RbSrYZr,RbSrYZr Err,Cal Check
383,10-27-2016 18:54,SERVICE,si,,,,OBSIDIAN,OBSIDIAN,  3.0,,0.0,,0.0,,0.0,  0.0124,  0.0117,  1.7069,  0.0492,< LOD,  0.0013,  0.0013,  0.0002,  0.0005,  0.0003,  0.0008,  0.0002,  0.0005,  0.0002,  0.0022,  0.0002,< LOD,  0.0005,< LOD,  0.0002,  0.0018,  0.0000,  0.0041,  0.0000,Passed


File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Pb,Pb Err,Th,Th Err,U,U Err,Cal Check
384,10-27-2016 18:55,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.6521,  0.1078,  3.9849,  0.0834,  0.3590,  0.0216,  0.0121,  0.0058,  0.0143,  0.0017,  0.0384,  0.0018,  3.5049,  0.0245,  0.0021,  0.0011,  0.0199,  0.0003,  0.0035,  0.0004,  0.0306,  0.0010,  0.0097,  0.0009,  0.0633,  0.0010,  0.0034,  0.0008,  0.0127,  0.0008,  0.0011,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2796,  0.0015,  0.0004,  0.0007,  0.0001,< LOD,  0.0007,Passed
385,10-27-2016 18:55,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.1607,  0.0713, 22.0853,  0.1811,  0.2305,  0.0162,  0.0532,  0.0054,  0.0101,  0.0016,  0.4375,  0.0108,  3.0400,  0.0370,< LOD,  0.0018,  0.0163,  0.0003,  0.0012,  0.0003,  0.0038,  0.0004,< LOD,  0.0009,  0.3415,  0.0025,< LOD,  0.0007,< LOD,  0.0009,  0.0016,  0.0000,< LOD,  0.0009,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1795,  0.0014,  0.0004,  0.0002,  0.0001,< LOD,  0.0009,Passed
386,10-27-2016 18:55,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,< LOD,  0.0678, 24.8538,  0.1909,  0.1715,  0.0161,  0.0349,  0.0053,  0.0088,  0.0014,  0.5388,  0.0126,  1.2425,  0.0325,< LOD,  0.0015,  0.0125,  0.0002,  0.0011,  0.0003,  0.0026,  0.0004,< LOD,  0.0009,  0.4326,  0.0028,< LOD,  0.0008,< LOD,  0.0009,  0.0012,  0.0000,< LOD,  0.0009,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1821,  0.0013,  0.0004,  0.0004,  0.0001,< LOD,  0.0009,Passed
387,10-27-2016 18:56,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.1753,  0.0689, 13.5832,  0.1451,  0.2884,  0.0158,  0.0490,  0.0044,  0.0052,  0.0010,  0.0611,  0.0027,  4.0424,  0.0332,  0.0017,  0.0015,  0.0146,  0.0002,  0.0010,  0.0003,  0.0060,  0.0005,< LOD,  0.0010,  0.3460,  0.0025,< LOD,  0.0007,< LOD,  0.0009,  0.0013,  0.0000,< LOD,  0.0009,  0.0002,  0.0000,  0.0002,  0.0000,< LOD,  0.1791,  0.0015,  0.0004,  0.0002,  0.0001,< LOD,  0.0009,Passed
388,10-27-2016 18:56,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.7149,  0.0832,  1.9661,  0.0591,  0.3034,  0.0181,  0.0265,  0.0047,  0.0081,  0.0012,  0.0253,  0.0013,  2.6412,  0.0212,  0.0016,  0.0009,  0.0121,  0.0003,  0.0023,  0.0003,  0.0205,  0.0008,  0.0068,  0.0008,  0.0389,  0.0008,  0.0020,  0.0008,  0.0100,  0.0008,  0.0006,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2178,  0.0009,  0.0003,  0.0005,  0.0001,  0.0009,  0.0007,Passed
389,10-27-2016 18:56,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1864,  0.0980,  7.5071,  0.1120,  0.2724,  0.0205,  0.0082,  0.0057,  0.0119,  0.0015,  0.0514,  0.0022,  2.9066,  0.0226,  0.0021,  0.0010,  0.0153,  0.0002,  0.0043,  0.0004,  0.0238,  0.0009,  0.0095,  0.0008,  0.0530,  0.0009,  0.0027,  0.0008,  0.0087,  0.0008,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2613,  0.0014,  0.0003,  0.0007,  0.0001,< LOD,  0.0007,Passed
390,10-27-2016 18:57,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4307,  0.1038,  2.0629,  0.0617,  0.2541,  0.0209,< LOD,  0.0055,  0.0165,  0.0018,  0.0324,  0.0015,  2.5973,  0.0198,  0.0014,  0.0009,  0.0147,  0.0003,  0.0043,  0.0004,  0.0299,  0.0010,  0.0105,  0.0008,  0.0305,  0.0007,  0.0024,  0.0008,  0.0113,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2667,  0.0012,  0.0003,  0.0008,  0.0001,  0.0009,  0.0006,Passed
391,10-27-2016 18:57,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4084,  0.1007,  1.7406,  0.0559,  0.3653,  0.0205,  0.0220,  0.0054,  0.0148,  0.0017,  0.0240,  0.0014,  2.6992,  0.0209,  0.0012,  0.0009,  0.0147,  0.0002,  0.0036,  0.0004,  0.0235,  0.0009,  0.0118,  0.0009,  0.0287,  0.0007,  0.0024,  0.0008,  0.0115,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2605,  0.0014,  0.0003,  0.0006,  0.0001,  0.0007,  0.0007,Passed
392,10-27-2016 18:57,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3271,  0.0995,  2.1377,  0.0619,  0.3206,  0.0204,  0.0124,  0.0054,  0.0124,  0.0015,  0.0306,  0.0015,  3.2427,  0.0229,  0.0019,  0.0010,  0.0189,  0.0003,  0.0038,  0.0004,  0.0315,  0.0010,  0.0094,  0.0008,  0.0315,  0.0007,  0.0026,  0.0008,  0.0108,  0.0007,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2590,  0.0015,  0.0003,  0.0006,  0.0001,  0.0010,  0.0007,Passed
393,10-27-2016 18:58,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.9773,  0.0896,  2.1055,  0.0608,  0.3533,  0.0193,  0.0315,  0.0051,  0.0112,  0.0015,  0.0240,  0.0013,  2.5834,  0.0207,< LOD,  0.0009,  0.0137,  0.0003,  0.0029,  0.0003,  0.0221,  0.0008,  0.0092,  0.0008,  0.0310,  0.0007,  0.0029,  0.0008,  0.0099,  0.0007,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2421,  0.0012,  0.0003,  0.0006,  0.0001,  0.0010,  0.0007,Passed
394,10-27-2016 18:58,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1404,  0.0953,  2.1575,  0.0625,  0.3067,  0.0202,  0.0149,  0.0054,  0.0135,  0.0016,  0.0303,  0.0016,  2.9186,  0.0217,  0.0013,  0.0010,  0.0138,  0.0003,  0.0038,  0.0004,  0.0228,  0.0009,  0.0102,  0.0008,  0.0306,  0.0007,  0.0027,  0.0008,  0.0102,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2523,  0.0013,  0.0003,  0.0007,  0.0001,  0.0008,  0.0007,Passed
395,10-27-2016 18:58,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.8479,  0.0846,  1.5141,  0.0518,  0.3784,  0.0185,  0.0413,  0.0048,  0.0100,  0.0013,  0.0220,  0.0013,  2.8071,  0.0224,  0.0014,  0.0010,  0.0156,  0.0002,  0.0026,  0.0003,  0.0225,  0.0008,  0.0092,  0.0009,  0.0265,  0.0007,  0.0023,  0.0009,  0.0097,  0.0008,  0.0006,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2247,  0.0013,  0.0004,  0.0004,  0.0001,  0.0009,  0.0007,Passed
396,10-27-2016 18:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.5574,  0.1059,  2.2674,  0.0640,  0.3139,  0.0210,  0.0092,  0.0056,  0.0158,  0.0018,  0.0311,  0.0016,  2.9184,  0.0213,  0.0010,  0.0009,  0.0178,  0.0002,  0.0040,  0.0004,  0.0313,  0.0010,  0.0094,  0.0008,  0.0269,  0.0007,  0.0030,  0.0008,  0.0109,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2723,  0.0013,  0.0003,  0.0007,  0.0001,  0.0016,  0.0007,Passed
397,10-27-2016 18:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3991,  0.1030,  2.2066,  0.0637,  0.3081,  0.0212,< LOD,  0.0057,  0.0160,  0.0018,  0.0283,  0.0015,  2.7388,  0.0203,  0.0019,  0.0009,  0.0179,  0.0003,  0.0039,  0.0004,  0.0359,  0.0011,  0.0094,  0.0008,  0.0291,  0.0007,  0.0029,  0.0008,  0.0114,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2746,  0.0014,  0.0003,  0.0008,  0.0001,  0.0012,  0.0006,Passed
398,10-27-2016 18:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.4767,  0.0730,  1.3793,  0.0491,  0.3417,  0.0164,  0.0474,  0.0043,  0.0058,  0.0010,  0.0145,  0.0009,  2.4417,  0.0224,  0.0027,  0.0010,  0.0152,  0.0002,  0.0022,  0.0003,  0.0183,  0.0007,  0.0086,  0.0009,  0.0727,  0.0011,  0.0025,  0.0009,  0.0061,  0.0008,  0.0004,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1958,  0.0010,  0.0004,< LOD,  0.0001,< LOD,  0.0007,Passed
399,10-27-2016 18:59,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.9498,  0.0875,  1.3532,  0.0493,  0.3733,  0.0185,  0.0377,  0.0047,  0.0101,  0.0013,  0.0178,  0.0011,  2.3511,  0.0200,  0.0015,  0.0009,  0.0168,  0.0003,  0.0025,  0.0003,  0.0284,  0.0009,  0.0105,  0.0009,  0.0265,  0.0007,  0.0024,  0.0008,  0.0110,  0.0008,  0.0006,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2276,  0.0011,  0.0004,  0.0004,  0.0001,  0.0007,  0.0007,Passed
400,10-27-2016 19:00,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1026,  0.0934,  1.9762,  0.0594,  0.3218,  0.0197,  0.0201,  0.0052,  0.0130,  0.0016,  0.0334,  0.0017,  3.1997,  0.0234,< LOD,  0.0010,  0.0184,  0.0002,  0.0032,  0.0004,  0.0254,  0.0009,  0.0088,  0.0008,  0.0265,  0.0007,  0.0029,  0.0008,  0.0098,  0.0007,  0.0008,  0.0000,  0.0009,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2432,  0.0015,  0.0003,  0.0006,  0.0001,  0.0013,  0.0007,Passed
401,10-27-2016 19:00,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2882,  0.0995,  2.0538,  0.0611,  0.3205,  0.0203,  0.0180,  0.0055,  0.0149,  0.0017,  0.0265,  0.0014,  3.0128,  0.0219,  0.0012,  0.0010,  0.0175,  0.0003,  0.0049,  0.0004,  0.0304,  0.0010,  0.0103,  0.0008,  0.0310,  0.0007,  0.0029,  0.0008,  0.0101,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2568,  0.0014,  0.0003,  0.0007,  0.0001,< LOD,  0.0007,Passed
